date,cause,effect,p_value,lag,significant
2016-08-01,KOR,IDN,0.1025,3,False
2016-09-01,KOR,IDN,0.1261,3,False
2016-10-01,KOR,IDN,0.0613,3,False
2016-11-01,KOR,IDN,0.0539,3,False
2016-12-01,KOR,IDN,0.0667,3,False
2017-01-01,KOR,IDN,0.0365,4,True
2017-02-01,KOR,IDN,0.0202,3,True
2017-03-01,KOR,IDN,0.0225,3,True
2017-04-01,KOR,IDN,0.0836,3,False
2017-05-01,KOR,IDN,0.0723,3,False
2017-06-01,KOR,IDN,0.0682,3,False
2017-07-01,KOR,IDN,0.0667,3,False
2017-08-01,KOR,IDN,0.0662,3,False
2017-09-01,KOR,IDN,0.0813,4,False
2017-10-01,KOR,IDN,0.0471,3,True
2017-11-01,KOR,IDN,0.024,3,True
2017-12-01,KOR,IDN,0.0524,3,False
2018-01-01,KOR,IDN,0.1692,3,False
2018-02-01,KOR,IDN,0.1396,3,False
2018-03-01,KOR,IDN,0.1798,3,False
2018-04-01,KOR,IDN,0.3343,3,False
2018-05-01,KOR,IDN,0.6877,3,False
2018-06-01,KOR,IDN,0.6347,1,False
2018-07-01,KOR,IDN,0.5213,1,False
2018-08-01,KOR,IDN,0.5688,3,False
2018-09-01,KOR,IDN,0.442,1,False
2018-10-01,KOR,IDN,0.2983,1,False
2018-11-01,KOR,IDN,0.4251,1,False
2018-12-01,KOR,IDN,0.3295,1,False
2019-01-01,KOR,IDN,0.6068,3,False
2019-02-01,KOR,IDN,0.535,2,False
2019-03-01,KOR,IDN,0.4879,3,False
2019-04-01,KOR,IDN,0.5121,1,False
2019-05-01,KOR,IDN,0.3575,1,False
2019-06-01,KOR,IDN,0.3143,1,False
2019-07-01,KOR,IDN,0.2402,1,False
2019-08-01,KOR,IDN,0.185,1,False
2019-09-01,KOR,IDN,0.3781,1,False
2019-10-01,KOR,IDN,0.2299,1,False
2019-11-01,KOR,IDN,0.1964,1,False
2019-12-01,KOR,IDN,0.1236,1,False
2020-01-01,KOR,IDN,0.0962,1,False
2020-02-01,KOR,IDN,0.095,1,False
2020-03-01,KOR,IDN,0.134,1,False
2020-04-01,KOR,IDN,0.104,1,False
2020-05-01,KOR,IDN,0.1154,1,False
2020-06-01,KOR,IDN,0.1041,1,False
2020-07-01,KOR,IDN,0.1586,1,False
2020-08-01,KOR,IDN,0.1795,1,False
2020-09-01,KOR,IDN,0.0717,1,False
2020-10-01,KOR,IDN,0.0622,3,False
2020-11-01,KOR,IDN,0.045,3,True
2020-12-01,KOR,IDN,0.034,1,True
2021-01-01,KOR,IDN,0.0264,1,True
2021-02-01,KOR,IDN,0.0348,1,True
2021-03-01,KOR,IDN,0.0424,3,True
2021-04-01,KOR,IDN,0.0366,3,True
2021-05-01,KOR,IDN,0.0305,3,True
2021-06-01,KOR,IDN,0.0145,3,True
2021-07-01,KOR,IDN,0.0713,1,False
2021-08-01,KOR,IDN,0.0998,1,False
2021-09-01,KOR,IDN,0.0728,1,False
2021-10-01,KOR,IDN,0.0823,4,False
2021-11-01,KOR,IDN,0.1548,3,False
2021-12-01,KOR,IDN,0.1491,3,False
2022-01-01,KOR,IDN,0.3439,3,False
2022-02-01,KOR,IDN,0.1274,1,False
2022-03-01,KOR,IDN,0.2467,1,False
2022-04-01,KOR,IDN,0.044,1,True
2022-05-01,KOR,IDN,0.0092,1,True
2022-06-01,KOR,IDN,0.0062,1,True
2022-07-01,KOR,IDN,0.0025,1,True
2022-08-01,KOR,IDN,0.0005,1,True
2022-09-01,KOR,IDN,0.0014,1,True
2022-10-01,KOR,IDN,0.0032,1,True
2022-11-01,KOR,IDN,0.0038,1,True
2022-12-01,KOR,IDN,0.0037,1,True
2023-01-01,KOR,IDN,0.0071,1,True
2023-02-01,KOR,IDN,0.0033,1,True
2023-03-01,KOR,IDN,0.0115,1,True
2023-04-01,KOR,IDN,0.0123,1,True
2023-05-01,KOR,IDN,0.0175,1,True
2023-06-01,KOR,IDN,0.0118,1,True
2023-07-01,KOR,IDN,0.0033,1,True
2023-08-01,KOR,IDN,0.0051,1,True
2023-09-01,KOR,IDN,0.0045,1,True
2023-10-01,KOR,IDN,0.007,1,True
2023-11-01,KOR,IDN,0.0352,1,True
2023-12-01,KOR,IDN,0.0407,1,True
2024-01-01,KOR,IDN,0.0736,1,False
2024-02-01,KOR,IDN,0.0645,1,False
2024-03-01,KOR,IDN,0.0569,1,False
2024-04-01,KOR,IDN,0.0429,1,True
2024-05-01,KOR,IDN,0.0319,1,True
2024-06-01,KOR,IDN,0.0568,1,False
2024-07-01,KOR,IDN,0.068,1,False
2024-08-01,KOR,IDN,0.0428,1,True
2024-09-01,KOR,IDN,0.0597,1,False
2024-10-01,KOR,IDN,0.1581,1,False
2024-11-01,KOR,IDN,0.1217,1,False
2024-12-01,KOR,IDN,0.2148,1,False
2025-01-01,KOR,IDN,0.1744,1,False
2025-02-01,KOR,IDN,0.1379,1,False
2025-03-01,KOR,IDN,0.1808,1,False
2025-04-01,KOR,IDN,0.1473,1,False
2025-05-01,KOR,IDN,0.1792,1,False
2025-06-01,KOR,IDN,0.2555,1,False
2025-07-01,KOR,IDN,0.2979,1,False
2025-08-01,KOR,IDN,0.2787,1,False
2025-09-01,KOR,IDN,0.1974,1,False
2025-10-01,KOR,IDN,0.1954,1,False
2025-11-01,KOR,IDN,0.1629,1,False
2025-12-01,KOR,IDN,0.0727,1,False
2026-01-01,KOR,IDN,0.169,4,False
2026-02-01,KOR,IDN,0.1534,1,False
2026-03-01,KOR,IDN,0.0973,1,False
2015-01-01,KOR,THA,0.0342,1,True
2015-02-01,KOR,THA,0.0207,1,True
2015-03-01,KOR,THA,0.0803,1,False
2015-04-01,KOR,THA,0.06,4,False
2015-05-01,KOR,THA,0.1077,3,False
2015-06-01,KOR,THA,0.1884,3,False
2015-07-01,KOR,THA,0.1557,2,False
2015-08-01,KOR,THA,0.2254,1,False
2015-09-01,KOR,THA,0.133,1,False
2015-10-01,KOR,THA,0.2124,1,False
2015-11-01,KOR,THA,0.1615,1,False
2015-12-01,KOR,THA,0.069,1,False
2016-01-01,KOR,THA,0.0881,1,False
2016-02-01,KOR,THA,0.2179,1,False
2016-03-01,KOR,THA,0.1319,1,False
2016-04-01,KOR,THA,0.0992,1,False
2016-05-01,KOR,THA,0.0954,1,False
2016-06-01,KOR,THA,0.0719,1,False
2016-07-01,KOR,THA,0.2888,1,False
2016-08-01,KOR,THA,0.4588,1,False
2016-09-01,KOR,THA,0.3357,1,False
2016-10-01,KOR,THA,0.3062,1,False
2016-11-01,KOR,THA,0.3056,1,False
2016-12-01,KOR,THA,0.3288,1,False
2017-01-01,KOR,THA,0.4376,1,False
2017-02-01,KOR,THA,0.4021,1,False
2017-03-01,KOR,THA,0.23,1,False
2017-04-01,KOR,THA,0.2602,1,False
2017-05-01,KOR,THA,0.1576,1,False
2017-06-01,KOR,THA,0.1743,1,False
2017-07-01,KOR,THA,0.1363,1,False
2017-08-01,KOR,THA,0.0946,1,False
2017-09-01,KOR,THA,0.1274,1,False
2017-10-01,KOR,THA,0.0681,1,False
2017-11-01,KOR,THA,0.1063,1,False
2017-12-01,KOR,THA,0.0418,1,True
2018-01-01,KOR,THA,0.0396,1,True
2018-02-01,KOR,THA,0.024,1,True
2018-03-01,KOR,THA,0.0193,1,True
2018-04-01,KOR,THA,0.0303,1,True
2018-05-01,KOR,THA,0.0864,1,False
2018-06-01,KOR,THA,0.1776,1,False
2018-07-01,KOR,THA,0.2305,2,False
2018-08-01,KOR,THA,0.4338,1,False
2018-09-01,KOR,THA,0.6115,2,False
2018-10-01,KOR,THA,0.5004,2,False
2018-11-01,KOR,THA,0.2936,1,False
2018-12-01,KOR,THA,0.6939,1,False
2019-01-01,KOR,THA,0.575,1,False
2019-02-01,KOR,THA,0.7893,1,False
2019-03-01,KOR,THA,0.5756,3,False
2019-04-01,KOR,THA,0.5375,2,False
2019-05-01,KOR,THA,0.3906,4,False
2019-06-01,KOR,THA,0.4997,4,False
2019-07-01,KOR,THA,0.5067,4,False
2019-08-01,KOR,THA,0.2689,4,False
2019-09-01,KOR,THA,0.3859,4,False
2019-10-01,KOR,THA,0.4769,4,False
2019-11-01,KOR,THA,0.464,4,False
2019-12-01,KOR,THA,0.3191,4,False
2020-01-01,KOR,THA,0.33,4,False
2020-02-01,KOR,THA,0.5723,4,False
2020-03-01,KOR,THA,0.3538,2,False
2020-04-01,KOR,THA,0.3386,2,False
2020-05-01,KOR,THA,0.167,1,False
2020-06-01,KOR,THA,0.1395,1,False
2020-07-01,KOR,THA,0.1218,4,False
2020-08-01,KOR,THA,0.0482,4,True
2020-09-01,KOR,THA,0.0246,4,True
2020-10-01,KOR,THA,0.0359,4,True
2020-11-01,KOR,THA,0.0303,4,True
2020-12-01,KOR,THA,0.134,4,False
2021-01-01,KOR,THA,0.0723,2,False
2021-02-01,KOR,THA,0.0842,2,False
2021-03-01,KOR,THA,0.0704,4,False
2021-04-01,KOR,THA,0.1336,2,False
2021-05-01,KOR,THA,0.0588,2,False
2021-06-01,KOR,THA,0.0785,4,False
2021-07-01,KOR,THA,0.11,4,False
2021-08-01,KOR,THA,0.119,2,False
2021-09-01,KOR,THA,0.1075,2,False
2021-10-01,KOR,THA,0.0691,2,False
2021-11-01,KOR,THA,0.0255,2,True
2021-12-01,KOR,THA,0.0275,1,True
2022-01-01,KOR,THA,0.0586,1,False
2022-02-01,KOR,THA,0.0188,1,True
2022-03-01,KOR,THA,0.0057,1,True
2022-04-01,KOR,THA,0.0072,1,True
2022-05-01,KOR,THA,0.0057,1,True
2022-06-01,KOR,THA,0.006,1,True
2022-07-01,KOR,THA,0.006,1,True
2022-08-01,KOR,THA,0.0045,1,True
2022-09-01,KOR,THA,0.0039,1,True
2022-10-01,KOR,THA,0.0042,1,True
2022-11-01,KOR,THA,0.0028,1,True
2022-12-01,KOR,THA,0.0034,1,True
2023-01-01,KOR,THA,0.0056,1,True
2023-02-01,KOR,THA,0.0097,1,True
2023-03-01,KOR,THA,0.0331,1,True
2023-04-01,KOR,THA,0.0413,3,True
2023-05-01,KOR,THA,0.0395,4,True
2023-06-01,KOR,THA,0.0352,3,True
2023-07-01,KOR,THA,0.0577,3,False
2023-08-01,KOR,THA,0.054,3,False
2023-09-01,KOR,THA,0.0685,3,False
2023-10-01,KOR,THA,0.024,4,True
2023-11-01,KOR,THA,0.0354,3,True
2023-12-01,KOR,THA,0.0212,2,True
2024-01-01,KOR,THA,0.0694,3,False
2024-02-01,KOR,THA,0.0259,4,True
2024-03-01,KOR,THA,0.0649,4,False
2024-04-01,KOR,THA,0.0202,4,True
2024-05-01,KOR,THA,0.0102,4,True
2024-06-01,KOR,THA,0.0042,4,True
2024-07-01,KOR,THA,0.0681,4,False
2024-08-01,KOR,THA,0.0812,1,False
2024-09-01,KOR,THA,0.0811,1,False
2024-10-01,KOR,THA,0.0978,1,False
2024-11-01,KOR,THA,0.0472,1,True
2024-12-01,KOR,THA,0.0213,1,True
2025-01-01,KOR,THA,0.0718,1,False
2025-02-01,KOR,THA,0.0611,1,False
2025-03-01,KOR,THA,0.147,1,False
2025-04-01,KOR,THA,0.4015,1,False
2025-05-01,KOR,THA,0.3117,1,False
2025-06-01,KOR,THA,0.3982,1,False
2025-07-01,KOR,THA,0.434,1,False
2025-08-01,KOR,THA,0.322,1,False
2025-09-01,KOR,THA,0.3575,1,False
2025-10-01,KOR,THA,0.4318,1,False
2025-11-01,KOR,THA,0.4783,1,False
2025-12-01,KOR,THA,0.7457,1,False
2026-01-01,KOR,THA,0.8961,3,False
2026-02-01,KOR,THA,0.9014,1,False
2026-03-01,KOR,THA,0.879,1,False
2015-01-01,KOR,BRA,0.3869,1,False
2015-02-01,KOR,BRA,0.3643,1,False
2015-03-01,KOR,BRA,0.7203,1,False
2015-04-01,KOR,BRA,0.7368,1,False
2015-05-01,KOR,BRA,0.6934,1,False
2015-06-01,KOR,BRA,0.6581,1,False
2015-07-01,KOR,BRA,0.8195,1,False
2015-08-01,KOR,BRA,0.8345,4,False
2015-09-01,KOR,BRA,0.2653,4,False
2015-10-01,KOR,BRA,0.2764,3,False
2015-11-01,KOR,BRA,0.3009,2,False
2015-12-01,KOR,BRA,0.2793,1,False
2016-01-01,KOR,BRA,0.5423,1,False
2016-02-01,KOR,BRA,0.1249,4,False
2016-03-01,KOR,BRA,0.2989,3,False
2016-04-01,KOR,BRA,0.3135,4,False
2016-05-01,KOR,BRA,0.4278,1,False
2016-06-01,KOR,BRA,0.2628,4,False
2016-07-01,KOR,BRA,0.6614,3,False
2016-08-01,KOR,BRA,0.4623,3,False
2016-09-01,KOR,BRA,0.5522,3,False
2016-10-01,KOR,BRA,0.5764,3,False
2016-11-01,KOR,BRA,0.6192,3,False
2016-12-01,KOR,BRA,0.1704,3,False
2017-01-01,KOR,BRA,0.4969,3,False
2017-02-01,KOR,BRA,0.303,4,False
2017-03-01,KOR,BRA,0.2186,1,False
2017-04-01,KOR,BRA,0.1398,2,False
2017-05-01,KOR,BRA,0.0713,1,False
2017-06-01,KOR,BRA,0.0334,1,True
2017-07-01,KOR,BRA,0.0307,1,True
2017-08-01,KOR,BRA,0.0531,1,False
2017-09-01,KOR,BRA,0.0789,1,False
2017-10-01,KOR,BRA,0.0613,1,False
2017-11-01,KOR,BRA,0.0672,1,False
2017-12-01,KOR,BRA,0.0673,1,False
2018-01-01,KOR,BRA,0.0643,1,False
2018-02-01,KOR,BRA,0.0794,1,False
2018-03-01,KOR,BRA,0.0876,1,False
2018-04-01,KOR,BRA,0.1582,2,False
2018-05-01,KOR,BRA,0.095,1,False
2018-06-01,KOR,BRA,0.1623,1,False
2018-07-01,KOR,BRA,0.2426,1,False
2018-08-01,KOR,BRA,0.2639,1,False
2018-09-01,KOR,BRA,0.3839,1,False
2018-10-01,KOR,BRA,0.4134,1,False
2018-11-01,KOR,BRA,0.5198,1,False
2018-12-01,KOR,BRA,0.5224,2,False
2019-01-01,KOR,BRA,0.499,2,False
2019-02-01,KOR,BRA,0.4727,2,False
2019-03-01,KOR,BRA,0.6433,2,False
2019-04-01,KOR,BRA,0.7304,4,False
2019-05-01,KOR,BRA,0.8047,4,False
2019-06-01,KOR,BRA,0.8287,3,False
2019-07-01,KOR,BRA,0.83,1,False
2019-08-01,KOR,BRA,0.6888,3,False
2019-09-01,KOR,BRA,0.4375,1,False
2019-10-01,KOR,BRA,0.664,1,False
2019-11-01,KOR,BRA,0.596,1,False
2019-12-01,KOR,BRA,0.8991,2,False
2020-01-01,KOR,BRA,0.5552,1,False
2020-02-01,KOR,BRA,0.3827,1,False
2020-03-01,KOR,BRA,0.5011,1,False
2020-04-01,KOR,BRA,0.4153,1,False
2020-05-01,KOR,BRA,0.6903,1,False
2020-06-01,KOR,BRA,0.6585,4,False
2020-07-01,KOR,BRA,0.4126,1,False
2020-08-01,KOR,BRA,0.2664,1,False
2020-09-01,KOR,BRA,0.2881,1,False
2020-10-01,KOR,BRA,0.2456,1,False
2020-11-01,KOR,BRA,0.3035,1,False
2020-12-01,KOR,BRA,0.2623,1,False
2021-01-01,KOR,BRA,0.2083,1,False
2021-02-01,KOR,BRA,0.5005,1,False
2021-03-01,KOR,BRA,0.5171,3,False
2021-04-01,KOR,BRA,0.3699,3,False
2021-05-01,KOR,BRA,0.4304,3,False
2021-06-01,KOR,BRA,0.3226,2,False
2021-07-01,KOR,BRA,0.491,2,False
2021-08-01,KOR,BRA,0.4914,2,False
2021-09-01,KOR,BRA,0.5323,2,False
2021-10-01,KOR,BRA,0.5616,2,False
2021-11-01,KOR,BRA,0.3734,4,False
2021-12-01,KOR,BRA,0.3068,3,False
2022-01-01,KOR,BRA,0.313,2,False
2022-02-01,KOR,BRA,0.3578,2,False
2022-03-01,KOR,BRA,0.4395,3,False
2022-04-01,KOR,BRA,0.4281,2,False
2022-05-01,KOR,BRA,0.4334,1,False
2022-06-01,KOR,BRA,0.5237,2,False
2022-07-01,KOR,BRA,0.5391,2,False
2022-08-01,KOR,BRA,0.5872,1,False
2022-09-01,KOR,BRA,0.5964,1,False
2022-10-01,KOR,BRA,0.6906,3,False
2022-11-01,KOR,BRA,0.5351,3,False
2022-12-01,KOR,BRA,0.5498,3,False
2023-01-01,KOR,BRA,0.467,3,False
2023-02-01,KOR,BRA,0.3961,3,False
2023-03-01,KOR,BRA,0.4038,3,False
2023-04-01,KOR,BRA,0.445,1,False
2023-05-01,KOR,BRA,0.2602,1,False
2023-06-01,KOR,BRA,0.106,1,False
2023-07-01,KOR,BRA,0.0531,1,False
2023-08-01,KOR,BRA,0.0128,1,True
2023-09-01,KOR,BRA,0.0032,1,True
2023-10-01,KOR,BRA,0.0062,1,True
2023-11-01,KOR,BRA,0.0022,1,True
2023-12-01,KOR,BRA,0.0006,1,True
2024-01-01,KOR,BRA,0.0004,1,True
2024-02-01,KOR,BRA,0.0003,1,True
2024-03-01,KOR,BRA,0.0006,1,True
2024-04-01,KOR,BRA,0.0006,1,True
2024-05-01,KOR,BRA,0.0008,1,True
2024-06-01,KOR,BRA,0.0059,1,True
2024-07-01,KOR,BRA,0.0034,1,True
2024-08-01,KOR,BRA,0.0061,1,True
2024-09-01,KOR,BRA,0.0244,1,True
2024-10-01,KOR,BRA,0.043,1,True
2024-11-01,KOR,BRA,0.035,1,True
2024-12-01,KOR,BRA,0.0316,3,True
2025-01-01,KOR,BRA,0.0485,3,True
2025-02-01,KOR,BRA,0.0783,1,False
2025-03-01,KOR,BRA,0.1027,3,False
2025-04-01,KOR,BRA,0.1527,3,False
2025-05-01,KOR,BRA,0.188,3,False
2025-06-01,KOR,BRA,0.2847,3,False
2025-07-01,KOR,BRA,0.4096,3,False
2025-08-01,KOR,BRA,0.6555,1,False
2025-09-01,KOR,BRA,0.6132,4,False
2025-10-01,KOR,BRA,0.8007,4,False
2025-11-01,KOR,BRA,0.6642,2,False
2025-12-01,KOR,BRA,0.512,1,False
2026-01-01,KOR,BRA,0.4041,1,False
2026-02-01,KOR,BRA,0.3497,1,False
2026-03-01,KOR,BRA,0.2983,1,False
2015-01-01,KOR,ZAF,0.0099,1,True
2015-02-01,KOR,ZAF,0.0076,1,True
2015-03-01,KOR,ZAF,0.0252,1,True
2015-04-01,KOR,ZAF,0.0533,1,False
2015-05-01,KOR,ZAF,0.0864,1,False
2015-06-01,KOR,ZAF,0.0197,1,True
2015-07-01,KOR,ZAF,0.0112,1,True
2015-08-01,KOR,ZAF,0.0113,1,True
2015-09-01,KOR,ZAF,0.0348,1,True
2015-10-01,KOR,ZAF,0.2401,3,False
2015-11-01,KOR,ZAF,0.4138,3,False
2015-12-01,KOR,ZAF,0.3712,3,False
2016-01-01,KOR,ZAF,0.1305,3,False
2016-02-01,KOR,ZAF,0.2266,4,False
2016-03-01,KOR,ZAF,0.172,3,False
2016-04-01,KOR,ZAF,0.2083,3,False
2016-05-01,KOR,ZAF,0.2003,4,False
2016-06-01,KOR,ZAF,0.2035,4,False
2016-07-01,KOR,ZAF,0.2065,3,False
2016-08-01,KOR,ZAF,0.1994,3,False
2016-09-01,KOR,ZAF,0.2167,3,False
2016-10-01,KOR,ZAF,0.1898,3,False
2016-11-01,KOR,ZAF,0.1114,3,False
2016-12-01,KOR,ZAF,0.1756,4,False
2017-01-01,KOR,ZAF,0.4464,3,False
2017-02-01,KOR,ZAF,0.5599,3,False
2017-03-01,KOR,ZAF,0.4735,3,False
2017-04-01,KOR,ZAF,0.3727,3,False
2017-05-01,KOR,ZAF,0.3164,4,False
2017-06-01,KOR,ZAF,0.3072,4,False
2017-07-01,KOR,ZAF,0.4003,1,False
2017-08-01,KOR,ZAF,0.43,1,False
2017-09-01,KOR,ZAF,0.3557,4,False
2017-10-01,KOR,ZAF,0.3684,4,False
2017-11-01,KOR,ZAF,0.3404,4,False
2017-12-01,KOR,ZAF,0.3353,3,False
2018-01-01,KOR,ZAF,0.3553,3,False
2018-02-01,KOR,ZAF,0.4231,3,False
2018-03-01,KOR,ZAF,0.257,3,False
2018-04-01,KOR,ZAF,0.1572,4,False
2018-05-01,KOR,ZAF,0.0709,1,False
2018-06-01,KOR,ZAF,0.0268,1,True
2018-07-01,KOR,ZAF,0.026,1,True
2018-08-01,KOR,ZAF,0.0616,1,False
2018-09-01,KOR,ZAF,0.4877,1,False
2018-10-01,KOR,ZAF,0.7749,4,False
2018-11-01,KOR,ZAF,0.6698,3,False
2018-12-01,KOR,ZAF,0.6029,3,False
2019-01-01,KOR,ZAF,0.4789,1,False
2019-02-01,KOR,ZAF,0.3376,1,False
2019-03-01,KOR,ZAF,0.4011,1,False
2019-04-01,KOR,ZAF,0.4465,1,False
2019-05-01,KOR,ZAF,0.547,1,False
2019-06-01,KOR,ZAF,0.4915,3,False
2019-07-01,KOR,ZAF,0.5902,3,False
2019-08-01,KOR,ZAF,0.6408,3,False
2019-09-01,KOR,ZAF,0.7142,3,False
2019-10-01,KOR,ZAF,0.6235,2,False
2019-11-01,KOR,ZAF,0.2248,1,False
2019-12-01,KOR,ZAF,0.1529,1,False
2020-01-01,KOR,ZAF,0.1698,1,False
2020-02-01,KOR,ZAF,0.127,1,False
2020-03-01,KOR,ZAF,0.333,1,False
2020-04-01,KOR,ZAF,0.2747,3,False
2020-05-01,KOR,ZAF,0.2471,3,False
2020-06-01,KOR,ZAF,0.1353,3,False
2020-07-01,KOR,ZAF,0.211,3,False
2020-08-01,KOR,ZAF,0.2431,4,False
2020-09-01,KOR,ZAF,0.6109,3,False
2020-10-01,KOR,ZAF,0.6269,3,False
2020-11-01,KOR,ZAF,0.4112,3,False
2020-12-01,KOR,ZAF,0.4208,3,False
2021-01-01,KOR,ZAF,0.4216,3,False
2021-02-01,KOR,ZAF,0.3273,3,False
2021-03-01,KOR,ZAF,0.2989,3,False
2021-04-01,KOR,ZAF,0.2052,3,False
2021-05-01,KOR,ZAF,0.0911,1,False
2021-06-01,KOR,ZAF,0.109,1,False
2021-07-01,KOR,ZAF,0.0712,1,False
2021-08-01,KOR,ZAF,0.0572,1,False
2021-09-01,KOR,ZAF,0.047,1,True
2021-10-01,KOR,ZAF,0.071,1,False
2021-11-01,KOR,ZAF,0.0793,1,False
2021-12-01,KOR,ZAF,0.0372,1,True
2022-01-01,KOR,ZAF,0.0133,1,True
2022-02-01,KOR,ZAF,0.0038,1,True
2022-03-01,KOR,ZAF,0.0014,1,True
2022-04-01,KOR,ZAF,0.0008,1,True
2022-05-01,KOR,ZAF,0.0044,1,True
2022-06-01,KOR,ZAF,0.0037,1,True
2022-07-01,KOR,ZAF,0.0015,1,True
2022-08-01,KOR,ZAF,0.0028,1,True
2022-09-01,KOR,ZAF,0.0044,1,True
2022-10-01,KOR,ZAF,0.0219,1,True
2022-11-01,KOR,ZAF,0.0423,1,True
2022-12-01,KOR,ZAF,0.0423,1,True
2023-01-01,KOR,ZAF,0.0805,1,False
2023-02-01,KOR,ZAF,0.1708,1,False
2023-03-01,KOR,ZAF,0.2879,2,False
2023-04-01,KOR,ZAF,0.2295,2,False
2023-05-01,KOR,ZAF,0.2196,3,False
2023-06-01,KOR,ZAF,0.2087,3,False
2023-07-01,KOR,ZAF,0.2132,3,False
2023-08-01,KOR,ZAF,0.2038,4,False
2023-09-01,KOR,ZAF,0.2663,4,False
2023-10-01,KOR,ZAF,0.4076,3,False
2023-11-01,KOR,ZAF,0.321,3,False
2023-12-01,KOR,ZAF,0.269,2,False
2024-01-01,KOR,ZAF,0.2404,4,False
2024-02-01,KOR,ZAF,0.2831,4,False
2024-03-01,KOR,ZAF,0.2364,4,False
2024-04-01,KOR,ZAF,0.1942,4,False
2024-05-01,KOR,ZAF,0.1735,4,False
2024-06-01,KOR,ZAF,0.4158,1,False
2024-07-01,KOR,ZAF,0.3814,1,False
2024-08-01,KOR,ZAF,0.4335,1,False
2024-09-01,KOR,ZAF,0.3662,1,False
2024-10-01,KOR,ZAF,0.3195,1,False
2024-11-01,KOR,ZAF,0.3215,1,False
2024-12-01,KOR,ZAF,0.404,1,False
2025-01-01,KOR,ZAF,0.396,1,False
2025-02-01,KOR,ZAF,0.7555,1,False
2025-03-01,KOR,ZAF,0.6082,4,False
2025-04-01,KOR,ZAF,0.5878,2,False
2025-05-01,KOR,ZAF,0.3909,2,False
2025-06-01,KOR,ZAF,0.3592,2,False
2025-07-01,KOR,ZAF,0.4483,2,False
2025-08-01,KOR,ZAF,0.1701,4,False
2025-09-01,KOR,ZAF,0.1311,4,False
2025-10-01,KOR,ZAF,0.1379,4,False
2025-11-01,KOR,ZAF,0.2931,4,False
2025-12-01,KOR,ZAF,0.3602,1,False
2026-01-01,KOR,ZAF,0.3423,4,False
2026-02-01,KOR,ZAF,0.3475,4,False
2026-03-01,KOR,ZAF,0.4617,3,False
2015-01-01,KOR,MEX,0.0195,1,True
2015-02-01,KOR,MEX,0.0378,1,True
2015-03-01,KOR,MEX,0.0367,1,True
2015-04-01,KOR,MEX,0.0195,1,True
2015-05-01,KOR,MEX,0.0208,1,True
2015-06-01,KOR,MEX,0.0149,1,True
2015-07-01,KOR,MEX,0.0117,1,True
2015-08-01,KOR,MEX,0.0147,1,True
2015-09-01,KOR,MEX,0.0304,1,True
2015-10-01,KOR,MEX,0.055,1,False
2015-11-01,KOR,MEX,0.0218,1,True
2015-12-01,KOR,MEX,0.0323,1,True
2016-01-01,KOR,MEX,0.0513,1,False
2016-02-01,KOR,MEX,0.0291,1,True
2016-03-01,KOR,MEX,0.0417,1,True
2016-04-01,KOR,MEX,0.1054,1,False
2016-05-01,KOR,MEX,0.2728,3,False
2016-06-01,KOR,MEX,0.3638,3,False
2016-07-01,KOR,MEX,0.4167,3,False
2016-08-01,KOR,MEX,0.2462,1,False
2016-09-01,KOR,MEX,0.2732,1,False
2016-10-01,KOR,MEX,0.3207,1,False
2016-11-01,KOR,MEX,0.2179,1,False
2016-12-01,KOR,MEX,0.3828,1,False
2017-01-01,KOR,MEX,0.5019,1,False
2017-02-01,KOR,MEX,0.4309,1,False
2017-03-01,KOR,MEX,0.2084,1,False
2017-04-01,KOR,MEX,0.181,1,False
2017-05-01,KOR,MEX,0.1891,1,False
2017-06-01,KOR,MEX,0.0813,1,False
2017-07-01,KOR,MEX,0.0622,1,False
2017-08-01,KOR,MEX,0.033,1,True
2017-09-01,KOR,MEX,0.0257,1,True
2017-10-01,KOR,MEX,0.0234,1,True
2017-11-01,KOR,MEX,0.0117,1,True
2017-12-01,KOR,MEX,0.0088,1,True
2018-01-01,KOR,MEX,0.0069,1,True
2018-02-01,KOR,MEX,0.0263,1,True
2018-03-01,KOR,MEX,0.0467,1,True
2018-04-01,KOR,MEX,0.0399,1,True
2018-05-01,KOR,MEX,0.0631,1,False
2018-06-01,KOR,MEX,0.0368,1,True
2018-07-01,KOR,MEX,0.0466,1,True
2018-08-01,KOR,MEX,0.0632,1,False
2018-09-01,KOR,MEX,0.011,1,True
2018-10-01,KOR,MEX,0.0221,1,True
2018-11-01,KOR,MEX,0.0292,1,True
2018-12-01,KOR,MEX,0.0906,1,False
2019-01-01,KOR,MEX,0.1672,1,False
2019-02-01,KOR,MEX,0.161,1,False
2019-03-01,KOR,MEX,0.1906,1,False
2019-04-01,KOR,MEX,0.1287,1,False
2019-05-01,KOR,MEX,0.1856,3,False
2019-06-01,KOR,MEX,0.1241,1,False
2019-07-01,KOR,MEX,0.0936,1,False
2019-08-01,KOR,MEX,0.0718,1,False
2019-09-01,KOR,MEX,0.0427,1,True
2019-10-01,KOR,MEX,0.0255,4,True
2019-11-01,KOR,MEX,0.0327,2,True
2019-12-01,KOR,MEX,0.0063,1,True
2020-01-01,KOR,MEX,0.003,1,True
2020-02-01,KOR,MEX,0.0629,1,False
2020-03-01,KOR,MEX,0.118,2,False
2020-04-01,KOR,MEX,0.0325,1,True
